"Pour plus d'informations sur le contenu de ce fichier et notamment pour interpréter les codes remarques associés aux analyses, veuillez vous reporter au fichier de métadonnées.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Code BSS";"Nom Station";"Code paramètre";"Paramètre";"Unité";"AN";"ECART_TYPE";"NB";"MEDIANE";"PERCENTILE_10";"PERCENTILE_90";"MINI";"MAXI";"MOYENNE";"Code remarque";"NBNONQUANT";"CODE_FRACTANALY"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2815";"2-chloro-4-nitrotoluene";"µg/L";"2019";"0";"4";",05";",05";",05";",05";",05";",05";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2816";"Benzene, 1-chloro-2-methy";"µg/L";"2018";"0";"2";",05";",05";",05";",05";",05";",05";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2816";"Benzene, 1-chloro-2-methy";"µg/L";"2019";"0";"4";",05";",05";",05";",05";",05";",05";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2817";"6-Chloro-m-toluidine";"µg/L";"2012";"0";"4";",2";",2";",2";",2";",2";",2";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2817";"6-Chloro-m-toluidine";"µg/L";"2013";"0";"4";",2";",2";",2";",2";",2";",2";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2817";"6-Chloro-m-toluidine";"µg/L";"2014";"0";"4";",2";",2";",2";",2";",2";",2";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2817";"6-Chloro-m-toluidine";"µg/L";"2015";"0";"4";",03";",03";",03";",03";",03";",03";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2817";"6-Chloro-m-toluidine";"µg/L";"2016";"0";"4";",03";",03";",03";",03";",03";",03";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2817";"6-Chloro-m-toluidine";"µg/L";"2017";"0";"4";",03";",03";",03";",03";",03";",03";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2817";"6-Chloro-m-toluidine";"µg/L";"2018";"0";"2";",03";",03";",03";",03";",03";",03";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2817";"6-Chloro-m-toluidine";"µg/L";"2019";"0";"4";",03";",03";",03";",03";",03";",03";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2818";"2-Chloro-6-methylaniline";"µg/L";"2018";"0";"2";",05";",05";",05";",05";",05";",05";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2818";"2-Chloro-6-methylaniline";"µg/L";"2019";"0";"4";",05";",05";",05";",05";",05";",05";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2819";"3-Chloro-2-methylaniline";"µg/L";"2018";"0";"2";",05";",05";",05";",05";",05";",05";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2819";"3-Chloro-2-methylaniline";"µg/L";"2019";"0";"4";",05";",05";",05";",05";",05";",05";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2820";"3-Chloro-p-toluidine";"µg/L";"2018";"0";"2";",1";",1";",1";",1";",1";",1";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2820";"3-Chloro-p-toluidine";"µg/L";"2019";"0";"4";",1";",1";",1";",1";",1";",1";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2821";"4-Chloro-2-toluidine";"µg/L";"2018";"0";"2";",05";",05";",05";",05";",05";",05";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2821";"4-Chloro-2-toluidine";"µg/L";"2019";"0";"4";",05";",05";",05";",05";",05";",05";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2822";"5-Chloroaminotoluene";"µg/L";"2018";"0";"2";",05";",05";",05";",05";",05";",05";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2822";"5-Chloroaminotoluene";"µg/L";"2019";"0";"4";",05";",05";",05";",05";",05";",05";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2823";"4-Chloro-N-methylaniline";"µg/L";"2018";"0";"2";",1";",1";",1";",1";",1";",1";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2823";"4-Chloro-N-methylaniline";"µg/L";"2019";"0";"4";",1";",1";",1";",1";",1";",1";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2847";"Didéméthylisoproturon";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2847";"Didéméthylisoproturon";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2847";"Didéméthylisoproturon";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2847";"Didéméthylisoproturon";"µg/L";"2015";"0";"2";",02";",02";",02";",02";",02";",02";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2847";"Didéméthylisoproturon";"µg/L";"2016";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2847";"Didéméthylisoproturon";"µg/L";"2017";"0";"2";",02";",02";",02";",02";",02";",02";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2847";"Didéméthylisoproturon";"µg/L";"2018";"0";"2";",002";",002";",002";",002";",002";",002";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2847";"Didéméthylisoproturon";"µg/L";"2019";"0";"4";",002";",002";",002";",002";",002";",002";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2858";"Zoxamide";"µg/L";"2017";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2858";"Zoxamide";"µg/L";"2018";"0";"2";",005";",005";",005";",005";",005";",005";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2858";"Zoxamide";"µg/L";"2019";"0";"4";",005";",005";",005";",005";",005";",005";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2860";"Imazaquine";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2860";"Imazaquine";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2860";"Imazaquine";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2860";"Imazaquine";"µg/L";"2015";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2860";"Imazaquine";"µg/L";"2016";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2860";"Imazaquine";"µg/L";"2017";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2860";"Imazaquine";"µg/L";"2018";"0";"2";",01";",01";",01";",01";",01";",01";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2860";"Imazaquine";"µg/L";"2019";"0";"4";",01";",01";",01";",01";",01";",01";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2874";"Chloronitrotoluenes";"µg/L";"2012";"0";"4";",2";",2";",2";",2";",2";",2";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2874";"Chloronitrotoluenes";"µg/L";"2013";"0";"4";",2";",2";",2";",2";",2";",2";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2874";"Chloronitrotoluenes";"µg/L";"2014";"0";"4";",2";",2";",2";",2";",2";",2";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2874";"Chloronitrotoluenes";"µg/L";"2015";"0";"4";",2";",2";",2";",2";",2";",2";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2874";"Chloronitrotoluenes";"µg/L";"2016";"0";"4";",2";",2";",2";",2";",2";",2";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2874";"Chloronitrotoluenes";"µg/L";"2017";"0";"4";",2";",2";",2";",2";",2";",2";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2874";"Chloronitrotoluenes";"µg/L";"2018";"0";"2";",05";",05";",05";",05";",05";",05";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2874";"Chloronitrotoluenes";"µg/L";"2019";"0";"4";",05";",05";",05";",05";",05";",05";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2877";"p-sec-Amylphenol";"µg/L";"2012";"0";"3";",1";",1";",1";",1";",1";",1";"10";"3";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2877";"p-sec-Amylphenol";"µg/L";"2013";"0";"4";",1";",1";",1";",1";",1";",1";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2877";"p-sec-Amylphenol";"µg/L";"2014";"0";"4";",1";",1";",1";",1";",1";",1";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2877";"p-sec-Amylphenol";"µg/L";"2015";"0";"4";",1";",1";",1";",1";",1";",1";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2877";"p-sec-Amylphenol";"µg/L";"2016";"0";"4";",1";",1";",1";",1";",1";",1";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2877";"p-sec-Amylphenol";"µg/L";"2017";"0";"4";",1";",1";",1";",1";",1";",1";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2879";"Tributyltin+";"µg/L";"2012";"0";"2";",000065";",000065";",000065";",000065";",000065";",000065";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2897";"Cyromazine";"µg/L";"2018";"0";"2";",03";",03";",03";",03";",03";",03";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2897";"Cyromazine";"µg/L";"2019";"0";"4";",03";",03";",03";",03";",03";",03";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2904";"Octylphenol";"µg/L";"2015";"0";"4";"0";"0";"0";"0";"0";"0";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2904";"Octylphenol";"µg/L";"2016";",1";"4";"0";"0";",2";"0";",2";",05";"1";"3";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2911";"Hexabromodiph éther 154";"µg/L";"2012";"0";"4";",00015";",00015";",00015";",00015";",00015";",00015";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2911";"Hexabromodiph éther 154";"µg/L";"2013";"0";"4";",00015";",00015";",00015";",00015";",00015";",00015";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2911";"Hexabromodiph éther 154";"µg/L";"2014";"0";"4";",00015";",00015";",00015";",00015";",00015";",00015";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2912";"Hexabromodiph éther 153";"µg/L";"2012";"0";"4";",00015";",00015";",00015";",00015";",00015";",00015";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2912";"Hexabromodiph éther 153";"µg/L";"2013";"0";"4";",00015";",00015";",00015";",00015";",00015";",00015";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2912";"Hexabromodiph éther 153";"µg/L";"2014";"0";"4";",00015";",00015";",00015";",00015";",00015";",00015";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2915";"pentabromodiph éther 100";"µg/L";"2012";"0";"4";",00015";",00015";",00015";",00015";",00015";",00015";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2915";"pentabromodiph éther 100";"µg/L";"2013";"0";"4";",00015";",00015";",00015";",00015";",00015";",00015";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2915";"pentabromodiph éther 100";"µg/L";"2014";"0";"4";",00015";",00015";",00015";",00015";",00015";",00015";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2916";"Pentabromodiph éther 99";"µg/L";"2012";"0";"4";",00015";",00015";",00015";",00015";",00015";",00015";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2916";"Pentabromodiph éther 99";"µg/L";"2013";"0";"4";",00015";",00015";",00015";",00015";",00015";",00015";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2916";"Pentabromodiph éther 99";"µg/L";"2014";"0";"4";",00015";",00015";",00015";",00015";",00015";",00015";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2919";"tétrabromodiph éther 47";"µg/L";"2012";"0";"4";",00015";",00015";",00015";",00015";",00015";",00015";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2919";"tétrabromodiph éther 47";"µg/L";"2013";"0";"4";",00015";",00015";",00015";",00015";",00015";",00015";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2919";"tétrabromodiph éther 47";"µg/L";"2014";"0";"4";",00015";",00015";",00015";",00015";",00015";",00015";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2920";"tribromodiph ether 28";"µg/L";"2012";"0";"4";",00015";",00015";",00015";",00015";",00015";",00015";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2920";"tribromodiph ether 28";"µg/L";"2013";"0";"4";",00015";",00015";",00015";",00015";",00015";",00015";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2920";"tribromodiph ether 28";"µg/L";"2014";"0";"4";",00015";",00015";",00015";",00015";",00015";",00015";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2922";"Somme PBE99 et PBE100";"µg/L";"2012";"0";"4";"0";"0";"0";"0";"0";"0";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2922";"Somme PBE99 et PBE100";"µg/L";"2013";"0";"4";"0";"0";"0";"0";"0";"0";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2922";"Somme PBE99 et PBE100";"µg/L";"2014";"0";"4";"0";"0";"0";"0";"0";"0";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2924";"Benfuracarbe";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2924";"Benfuracarbe";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2924";"Benfuracarbe";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2924";"Benfuracarbe";"µg/L";"2015";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2924";"Benfuracarbe";"µg/L";"2016";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2924";"Benfuracarbe";"µg/L";"2017";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2924";"Benfuracarbe";"µg/L";"2018";"0";"2";",01";",01";",01";",01";",01";",01";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2924";"Benfuracarbe";"µg/L";"2019";"0";"4";",01";",01";",01";",01";",01";",01";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2925";"Xylène méta + para";"µg/L";"2012";"0";"2";",4";",4";",4";",4";",4";",4";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2925";"Xylène méta + para";"µg/L";"2017";"0";"2";",4";",4";",4";",4";",4";",4";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2925";"Xylène méta + para";"µg/L";"2018";"0";"2";",03";",03";",03";",03";",03";",03";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2929";"Dichlormide";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2929";"Dichlormide";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2929";"Dichlormide";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2929";"Dichlormide";"µg/L";"2015";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2929";"Dichlormide";"µg/L";"2016";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2929";"Dichlormide";"µg/L";"2017";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2929";"Dichlormide";"µg/L";"2018";"0";"1";",03";",03";",03";",03";",03";",03";"10";"1";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2929";"Dichlormide";"µg/L";"2019";"0";"4";",03";",03";",03";",03";",03";",03";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2930";"Méfenpyr diéthyl";"µg/L";"2017";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2930";"Méfenpyr diéthyl";"µg/L";"2018";"0";"2";",01";",01";",01";",01";",01";",01";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2930";"Méfenpyr diéthyl";"µg/L";"2019";"0";"4";",01";",01";",01";",01";",01";",01";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2933";"Dodine";"µg/L";"2018";"0";"2";",01";",01";",01";",01";",01";",01";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2933";"Dodine";"µg/L";"2019";"0";"4";",01";",01";",01";",01";",01";",01";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2937";"Azimsulfuron";"µg/L";"2015";"0";"4";",03";",03";",03";",03";",03";",03";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2937";"Azimsulfuron";"µg/L";"2016";"0";"4";",03";",03";",03";",03";",03";",03";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2937";"Azimsulfuron";"µg/L";"2017";"0";"4";",03";",03";",03";",03";",03";",03";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2950";"Chlorfluazuron";"µg/L";"2017";"0";"4";",1";",1";",1";",1";",1";",1";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2950";"Chlorfluazuron";"µg/L";"2018";"0";"2";",01";",01";",01";",01";",01";",01";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2950";"Chlorfluazuron";"µg/L";"2019";"0";"4";",01";",01";",01";",01";",01";",01";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2951";"Iprovalicarb";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2951";"Iprovalicarb";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2951";"Iprovalicarb";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2951";"Iprovalicarb";"µg/L";"2015";"0";"3";",02";",02";",02";",02";",02";",02";"10";"3";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2951";"Iprovalicarb";"µg/L";"2016";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2951";"Iprovalicarb";"µg/L";"2017";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2951";"Iprovalicarb";"µg/L";"2018";"0";"2";",005";",005";",005";",005";",005";",005";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2951";"Iprovalicarb";"µg/L";"2019";"0";"4";",005";",005";",005";",005";",005";",005";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2963";"Tetrachloro.+Trichloro.";"µg/L";"2012";"0";"2";"0";"0";"0";"0";"0";"0";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2963";"Tetrachloro.+Trichloro.";"µg/L";"2017";"0";"4";",2";",2";",2";",2";",2";",2";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2966";"Chlorthal-diméthyl";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2966";"Chlorthal-diméthyl";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2966";"Chlorthal-diméthyl";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2972";"Coumafène";"µg/L";"2017";"0";"2";",01";",01";",01";",01";",01";",01";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2972";"Coumafène";"µg/L";"2018";"0";"2";",002";",002";",002";",002";",002";",002";"10";"2";"23"
"01938X0151";"Buttes-témoin de calcaires du Dogger à LOISY";"2972";"Coumafène";"µg/L";"2019";"0";"4";",002";",002";",002";",002";",002";",002";"10";"4";"23"
