"Pour plus d'informations sur le contenu de ce fichier et notamment pour interpréter les codes remarques associés aux analyses, veuillez vous reporter au fichier de métadonnées.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Code BSS";"Nom Station";"Code paramètre";"Paramètre";"Unité";"AN";"ECART_TYPE";"NB";"MEDIANE";"PERCENTILE_10";"PERCENTILE_90";"MINI";"MAXI";"MOYENNE";"Code remarque";"NBNONQUANT";"CODE_FRACTANALY"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1804";"Mercapto sulfoxyde";"µg/L";"2019";"0";"4";",5";",5";",5";",5";",5";",5";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1806";"Aldicarbe sulfoxyde";"µg/L";"2017";"0";"3";",02";",02";",02";",02";",02";",02";"10";"3";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1806";"Aldicarbe sulfoxyde";"µg/L";"2018";"0";"2";",03";",03";",03";",03";",03";",03";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1806";"Aldicarbe sulfoxyde";"µg/L";"2019";"0";"4";",03";",03";",03";",03";",03";",03";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1807";"Aldicarbe sulfone";"µg/L";"2017";"0";"3";",02";",02";",02";",02";",02";",02";"10";"3";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1807";"Aldicarbe sulfone";"µg/L";"2018";"0";"2";",01";",01";",01";",01";",01";",01";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1807";"Aldicarbe sulfone";"µg/L";"2019";"0";"4";",01";",01";",01";",01";",01";",01";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1809";"Esfenvalerate";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1809";"Esfenvalerate";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1809";"Esfenvalerate";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1809";"Esfenvalerate";"µg/L";"2015";"0";"3";",02";",02";",02";",02";",02";",02";"10";"3";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1809";"Esfenvalerate";"µg/L";"2016";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1809";"Esfenvalerate";"µg/L";"2017";"0";"3";",02";",02";",02";",02";",02";",02";"10";"3";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1809";"Esfenvalerate";"µg/L";"2018";"0";"2";",02";",02";",02";",02";",02";",02";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1809";"Esfenvalerate";"µg/L";"2019";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1810";"Clopyralide";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1810";"Clopyralide";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1810";"Clopyralide";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1810";"Clopyralide";"µg/L";"2015";"0";"4";",006";",006";",006";",006";",006";",006";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1810";"Clopyralide";"µg/L";"2016";"0";"4";",006";",006";",006";",006";",006";",006";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1810";"Clopyralide";"µg/L";"2017";"0";"3";",006";",006";",006";",006";",006";",006";"10";"3";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1810";"Clopyralide";"µg/L";"2018";"0";"2";",01";",01";",01";",01";",01";",01";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1810";"Clopyralide";"µg/L";"2019";"0";"4";",01";",01";",01";",01";",01";",01";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1812";"Alpha-cyperméthrine";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1812";"Alpha-cyperméthrine";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1812";"Alpha-cyperméthrine";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1812";"Alpha-cyperméthrine";"µg/L";"2016";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1812";"Alpha-cyperméthrine";"µg/L";"2017";"0";"1";",02";",02";",02";",02";",02";",02";"10";"1";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1812";"Alpha-cyperméthrine";"µg/L";"2018";"0";"2";",02";",02";",02";",02";",02";",02";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1812";"Alpha-cyperméthrine";"µg/L";"2019";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1813";"Chlorthiamide";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1813";"Chlorthiamide";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1813";"Chlorthiamide";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1814";"Diflufenicanil";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1814";"Diflufenicanil";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1814";"Diflufenicanil";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1814";"Diflufenicanil";"µg/L";"2015";"0";"4";",006";",006";",006";",006";",006";",006";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1814";"Diflufenicanil";"µg/L";"2016";"0";"4";",006";",006";",006";",006";",006";",006";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1814";"Diflufenicanil";"µg/L";"2017";"0";"3";",006";",006";",006";",006";",006";",006";"10";"3";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1814";"Diflufenicanil";"µg/L";"2018";"0";"2";",002";",002";",002";",002";",002";",002";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1814";"Diflufenicanil";"µg/L";"2019";"0";"4";",002";",002";",002";",002";",002";",002";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1815";"Décabromodiphényl éther";"µg/L";"2012";",001";"4";",002";",002";",004";",002";",004";",004";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1815";"Décabromodiphényl éther";"µg/L";"2013";"0";"4";",002";",002";",002";",002";",002";",002";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1815";"Décabromodiphényl éther";"µg/L";"2014";"0";"4";",002";",002";",002";",002";",002";",002";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1816";"Fosetyl";"µg/L";"2018";"0";"2";",1";",1";",1";",1";",1";",1";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1816";"Fosetyl";"µg/L";"2019";"0";"4";",1";",1";",1";",1";",1";",1";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1825";"Fluazifop-butyl";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1825";"Fluazifop-butyl";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1825";"Fluazifop-butyl";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1825";"Fluazifop-butyl";"µg/L";"2015";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1825";"Fluazifop-butyl";"µg/L";"2016";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1825";"Fluazifop-butyl";"µg/L";"2017";"0";"3";",02";",02";",02";",02";",02";",02";"10";"3";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1825";"Fluazifop-butyl";"µg/L";"2018";"0";"2";",01";",01";",01";",01";",01";",01";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1825";"Fluazifop-butyl";"µg/L";"2019";"0";"4";",01";",01";",01";",01";",01";",01";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1829";"Isofenphos";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1829";"Isofenphos";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1829";"Isofenphos";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1830";"Atrazine déisopropyl désé";"µg/L";"2012";",009574271077563381099751019113698215530367";"4";",07";",06";",08";",06";",08";",0725";"1";"0";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1830";"Atrazine déisopropyl désé";"µg/L";"2013";",01527525231651946668862682397909336163";"3";",05";",04";",07";",04";",07";",0533333333333333333333333333333333333333";"1";"0";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1830";"Atrazine déisopropyl désé";"µg/L";"2014";",0191485421551267621995020382273964310607";"4";",04";",04";",08";",04";",08";",055";"1";"0";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1830";"Atrazine déisopropyl désé";"µg/L";"2015";",00577350269189625764509148780501957455649";"3";",03";",03";",04";",03";",04";",0283333333333333333333333333333333333333";"1";"1";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1830";"Atrazine déisopropyl désé";"µg/L";"2016";",005773502691896257645091487805019574556475";"4";",03";",03";",04";",03";",04";",035";"1";"0";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1830";"Atrazine déisopropyl désé";"µg/L";"2017";",00577350269189625764509148780501957455649";"3";",03";",03";",04";",03";",04";",0283333333333333333333333333333333333333";"1";"1";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1830";"Atrazine déisopropyl désé";"µg/L";"2018";",0212132034355964257320253308631454711785";"2";",03";",03";",06";",03";",06";",045";"1";"0";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1830";"Atrazine déisopropyl désé";"µg/L";"2019";",005";"4";",04";",04";",05";",04";",05";",0425";"1";"0";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1831";"Simazine-hydroxy";"µg/L";"2017";"0";"3";",02";",02";",02";",02";",02";",02";"10";"3";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1831";"Simazine-hydroxy";"µg/L";"2018";"0";"2";",005";",005";",005";",005";",005";",005";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1831";"Simazine-hydroxy";"µg/L";"2019";"0";"4";",005";",005";",005";",005";",005";",005";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1832";"2-hydroxy atrazine";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1832";"2-hydroxy atrazine";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1832";"2-hydroxy atrazine";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1832";"2-hydroxy atrazine";"µg/L";"2015";"0";"3";",02";",02";",02";",02";",02";",02";"10";"3";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1832";"2-hydroxy atrazine";"µg/L";"2016";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1832";"2-hydroxy atrazine";"µg/L";"2017";"0";"3";",02";",02";",02";",02";",02";",02";"10";"3";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1832";"2-hydroxy atrazine";"µg/L";"2018";",000707106781186547524400844362104849039285";"2";",007";",007";",008";",007";",008";",0075";"1";"0";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1832";"2-hydroxy atrazine";"µg/L";"2019";",002";"4";",007";",007";",011";",007";",011";",008";"1";"0";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1833";"Haloxyfop-éthoxyéthyl";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1833";"Haloxyfop-éthoxyéthyl";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1833";"Haloxyfop-éthoxyéthyl";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1834";"cis-1,3- dichloropropène";"µg/L";"2017";"0";"2";",1";",1";",1";",1";",1";",1";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1834";"cis-1,3- dichloropropène";"µg/L";"2018";"0";"2";",05";",05";",05";",05";",05";",05";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1835";"trans-1,3-dichloropropène";"µg/L";"2017";"0";"2";",1";",1";",1";",1";",1";",1";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1835";"trans-1,3-dichloropropène";"µg/L";"2018";"0";"2";",05";",05";",05";",05";",05";",05";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1841";"Carbone Organique";"mg(C)/L";"2012";",1555634918610404553681857596630667886426";"2";"1,5";"1,5";"1,72";"1,5";"1,72";"1,61";"1";"0";"3"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1841";"Carbone Organique";"mg(C)/L";"2013";",1226104943849968061669778142096052847576";"4";",94";",82";"1,1";",82";"1,1";",975";"1";"0";"3"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1841";"Carbone Organique";"mg(C)/L";"2014";",0556027577253742574356416653616485133731";"4";",89";",88";"1";",88";"1";",9175";"1";"0";"3"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1841";"Carbone Organique";"mg(C)/L";"2015";"0";"4";"1";"1";"1";"1";"1";"1";"10";"4";"3"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1841";"Carbone Organique";"mg(C)/L";"2015";"0";"2";"1";"1";"1";"1";"1";",75";"1";"1";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1841";"Carbone Organique";"mg(C)/L";"2016";"0";"4";"1";"1";"1";"1";"1";"1";"10";"4";"3"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1841";"Carbone Organique";"mg(C)/L";"2016";"0";"4";"1";"1";"1";"1";"1";",75";"1";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1841";"Carbone Organique";"mg(C)/L";"2017";"0";"3";"1";"1";"1";"1";"1";"1";"10";"3";"3"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1841";"Carbone Organique";"mg(C)/L";"2017";",1154700538379251529018297561003914911367";"3";"1";"1";"1,2";"1";"1,2";",7333333333333333333333333333333333333333";"1";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1841";"Carbone Organique";"mg(C)/L";"2018";",2121320343559642573202533086314547117854";"2";",5";",5";",8";",5";",8";",65";"1";"0";"3"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1841";"Carbone Organique";"mg(C)/L";"2018";",1414213562373095048801688724209698078569";"2";",6";",6";",8";",6";",8";",7";"1";"0";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1841";"Carbone Organique";"mg(C)/L";"2019";",2217355782608345120841005135687243880824";"4";",7";",6";"1,1";",6";"1,1";",775";"1";"0";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1841";"Carbone Organique";"mg(C)/L";"2019";",1892969448600091203630779327997452147046";"4";",6";",6";"1";",6";"1";",725";"1";"0";"3"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1841";"Carbone Organique";"mg(C)/L";"2020";",1632993161855452065464856049803927594644";"4";",7";",5";",9";",5";",9";",7";"1";"0";"3"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1841";"Carbone Organique";"mg(C)/L";"2020";",5";"4";",6";",6";"1,6";",6";"1,6";",85";"1";"0";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1847";"Phosphate de tributyle";"µg/L";"2017";"0";"1";",05";",05";",05";",05";",05";",05";"10";"1";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1847";"Phosphate de tributyle";"µg/L";"2018";"0";"2";",03";",03";",03";",03";",03";",03";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1847";"Phosphate de tributyle";"µg/L";"2019";"0";"4";",03";",03";",03";",03";",03";",03";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1850";"Oxamyl";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1850";"Oxamyl";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1850";"Oxamyl";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1850";"Oxamyl";"µg/L";"2015";"0";"2";",05";",05";",05";",05";",05";",05";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1850";"Oxamyl";"µg/L";"2016";"0";"4";",05";",05";",05";",05";",05";",05";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1850";"Oxamyl";"µg/L";"2017";"0";"3";",05";",05";",05";",05";",05";",05";"10";"3";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1850";"Oxamyl";"µg/L";"2018";"0";"2";",002";",002";",002";",002";",002";",002";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1850";"Oxamyl";"µg/L";"2019";"0";"4";",002";",002";",002";",002";",002";",002";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1859";"Bromadiolone";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1859";"Bromadiolone";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1859";"Bromadiolone";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1859";"Bromadiolone";"µg/L";"2017";"0";"3";",02";",02";",02";",02";",02";",02";"10";"3";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1859";"Bromadiolone";"µg/L";"2018";"0";"2";",03";",03";",03";",03";",03";",03";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1859";"Bromadiolone";"µg/L";"2019";"0";"4";",03";",03";",03";",03";",03";",03";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1860";"Bromuconazole";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1860";"Bromuconazole";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1860";"Bromuconazole";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1860";"Bromuconazole";"µg/L";"2015";"0";"4";",006";",006";",006";",006";",006";",006";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1860";"Bromuconazole";"µg/L";"2016";"0";"4";",006";",006";",006";",006";",006";",006";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1860";"Bromuconazole";"µg/L";"2018";"0";"2";",002";",002";",002";",002";",002";",002";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1860";"Bromuconazole";"µg/L";"2019";"0";"4";",002";",002";",002";",002";",002";",002";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1861";"Bupirimate";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1861";"Bupirimate";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1861";"Bupirimate";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1861";"Bupirimate";"µg/L";"2018";"0";"2";",02";",02";",02";",02";",02";",02";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1861";"Bupirimate";"µg/L";"2019";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1862";"Buprofézine";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1862";"Buprofézine";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1862";"Buprofézine";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1863";"Cadusafos";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1863";"Cadusafos";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1863";"Cadusafos";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1864";"Carbosulfan";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1864";"Carbosulfan";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1864";"Carbosulfan";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1864";"Carbosulfan";"µg/L";"2015";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1864";"Carbosulfan";"µg/L";"2016";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1864";"Carbosulfan";"µg/L";"2017";"0";"3";",02";",02";",02";",02";",02";",02";"10";"3";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1864";"Carbosulfan";"µg/L";"2018";"0";"2";",02";",02";",02";",02";",02";",02";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1864";"Carbosulfan";"µg/L";"2019";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1865";"Chinométhionate";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1865";"Chinométhionate";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1865";"Chinométhionate";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1866";"Chlordécone";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1866";"Chlordécone";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1866";"Chlordécone";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1866";"Chlordécone";"µg/L";"2015";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
